dialogue_id,utterance_id,speaker,overall_turn,overall_position,sales_turn,sales_position,elapsed_seconds,time_position,word_count,char_count,text,continuing_dialogue,providing_information,goal_acceptance
0,0_18,sales,15,0.625,11,0.6470588235294118,540.0,0.5914567360350493,1,34,イヤホンコードから解放され快適な音楽鑑賞、動画視聴体験をサポートします。,positive,positive,positive
0,0_19,user,16,0.6666666666666666,,,563.0,0.6166484118291348,1,22,では、どんなデメリットがあるのか教えてください,,,
0,0_20,sales,17,0.7083333333333334,12,0.7058823529411765,608.0,0.6659364731653888,1,16,デメリットはコストがかかる点です。,positive,positive,neutral
0,0_21,sales,18,0.75,13,0.7647058823529411,675.0,0.7393209200438116,1,25,お金だけでなく、身体（耳）にかかる負荷もコストの一つです。,positive,positive,neutral
0,0_22,sales,19,0.7916666666666666,14,0.8235294117647058,698.0,0.764512595837897,1,19,過度な利用をすると身体に影響があります。,positive,positive,neutral
0,0_23,user,20,0.8333333333333334,,,722.0,0.7907995618838992,1,15,耐久性についてはどうでしょうか,,,
0,0_24,sales,21,0.875,15,0.8823529411764706,770.0,0.8433734939759037,2,36,AeroSound Air-Budsについては防塵、防水仕様で耐久性は抜群です！,positive,positive,positive
0,0_25,sales,22,0.9166666666666666,16,0.9411764705882353,789.0,0.864184008762322,3,38,AeroSound Air-Buds Liteについては屋内での利用をお勧めします！,positive,positive,positive
0,0_26,user,23,0.9583333333333334,,,851.0,0.932092004381161,1,14,ゲームとの相性が知りたいです,,,
0,0_27,sales,24,1.0,17,1.0,913.0,1.0,1,42,ゲームでの利用に関してはBluetooth接続に対応している機械であれば利用可能です。,positive,positive,positive
1,1_1,sales,0,0.0,0,0.0,0.0,0.0,1,4,ようこそ！,neutral,neutral,neutral
1,1_2,sales,1,0.023809523809523808,1,0.03225806451612903,4.0,0.0030464584920030465,1,14,あなたの興味をサポートします。,neutral,neutral,neutral
1,1_3,sales,2,0.047619047619047616,2,0.06451612903225806,13.0,0.009900990099009901,1,19,ワイヤレスイヤホンが気になっていますか？,neutral,neutral,neutral
1,1_4,user,3,0.07142857142857142,,,29.0,0.022086824067022087,1,10,はい、気になっています。,,,
1,1_5,sales,4,0.09523809523809523,3,0.0967741935483871,35.0,0.026656511805026657,1,10,ありがとうございます！,neutral,neutral,neutral
1,1_6,sales,5,0.11904761904761904,4,0.12903225806451613,42.0,0.03198781416603199,1,32,こちらでは価格帯別に3種類のワイヤレスイヤホンをご用意しています。,neutral,neutral,neutral
1,1_7,sales,6,0.14285714285714285,5,0.16129032258064516,52.0,0.039603960396039604,1,24,いまお使いのイヤホンはどのようなタイプでしょうか？,neutral,neutral,neutral
1,1_8,user,7,0.16666666666666666,,,92.0,0.07006854531607007,1,23,100均で購入した有線イヤホンを使用しています,,,
1,1_9,sales,8,0.19047619047619047,6,0.1935483870967742,114.0,0.08682406702208682,1,21,気軽に使える100均イヤホンもいいですよね！,positive,positive,positive
1,1_10,sales,9,0.21428571428571427,7,0.22580645161290322,128.0,0.09748667174409749,1,21,今のイヤホンで不便に感じることはありますか？,positive,positive,positive
1,1_11,user,10,0.23809523809523808,,,174.0,0.13252094440213252,1,12,線が絡まることがあります。,,,
1,1_12,sales,11,0.2619047619047619,8,0.25806451612903225,200.0,0.15232292460015232,1,26,使用中の絡まりや収納時の絡まりもわずらわしいですよね,positive,positive,positive
1,1_13,sales,12,0.2857142857142857,9,0.2903225806451613,223.0,0.16984006092916984,1,34,Air-Budsシリーズではカナル型で完全なコードレスを実現しています！,neutral,neutral,neutral
1,1_14,sales,13,0.30952380952380953,10,0.3225806451612903,248.0,0.18888042650418888,1,27,イヤホンを選ぶときにはコストと機能どちらを重視しますか？,positive,positive,positive
1,1_15,user,14,0.3333333333333333,,,275.0,0.20944402132520945,1,12,どちらかというと機能です。,,,
1,1_16,sales,15,0.35714285714285715,11,0.3548387096774194,294.0,0.22391469916222392,1,10,ありがとうございます！,neutral,neutral,neutral
1,1_17,sales,16,0.38095238095238093,12,0.3870967741935484,310.0,0.2361005331302361,1,21,普段はどのような使用をすることが多いですか？,neutral,neutral,neutral
1,1_18,user,17,0.40476190476190477,,,346.0,0.26351865955826353,1,20,ユーチューブで音楽を楽しんだりしています。,,,
1,1_19,sales,18,0.42857142857142855,13,0.41935483870967744,357.0,0.2718964204112719,1,8,素敵な趣味ですね！,neutral,neutral,neutral
1,1_20,sales,19,0.4523809523809524,14,0.45161290322580644,384.0,0.2924600152322925,2,47,シンプルな音楽視聴でしたらエントリーモデルのAir-Buds Liteでも充分お楽しみいただけます。,positive,positive,positive
1,1_21,sales,20,0.47619047619047616,15,0.4838709677419355,414.0,0.3153084539223153,1,63,より低音の音響や没入感のある音楽体験をお求めでしたら、アクティブノイズキャンセリング機能がついているAir-Budsがおすすめです！,neutral,neutral,neutral
1,1_22,sales,21,0.5,16,0.5161290322580645,442.0,0.33663366336633666,1,23,ワイヤレスイヤホンに求める機能は何かありますか？,neutral,neutral,neutral
1,1_23,user,22,0.5238095238095238,,,477.0,0.3632901751713633,1,20,長時間装着していたら耳が痛くなりませんか？,,,
1,1_24,sales,23,0.5476190476190477,17,0.5483870967741935,506.0,0.38537699923838536,1,25,耳に押し込むカナル型の場合、聴き疲れは多少ございます。,neutral,neutral,neutral
1,1_25,sales,24,0.5714285714285714,18,0.5806451612903226,545.0,0.4150799695354151,1,40,特に多機能な上位モデルほど大きく重くなるので長時間の使用で疲れる可能性は高いです。,positive,positive,positive
1,1_26,sales,25,0.5952380952380952,19,0.6129032258064516,583.0,0.44402132520944404,1,55,ただし、イヤーパッドがサイズ別で３つ付属しますので、好みのイヤーパッドに付け替えていただくことで痛みは軽減できます。,neutral,neutral,neutral
1,1_27,user,26,0.6190476190476191,,,656.0,0.49961919268849964,2,60,分かりました。ありがとうございます。あと、雑音を軽減する機能が付いていますが、必要に応じて周囲の環境音を 取り込むこともできますか？,,,
1,1_28,sales,27,0.6428571428571429,20,0.6451612903225806,670.0,0.5102817974105103,1,13,ご質問ありがとうございます！,neutral,neutral,neutral
1,1_29,sales,28,0.6666666666666666,21,0.6774193548387096,701.0,0.5338918507235338,1,55,Air-Budsではノイズキャンセリング機能のオンオフが可能です。必要な状況に応じて環境音が聴こえる状態にできます。,positive,positive,positive
1,1_30,sales,29,0.6904761904761905,22,0.7096774193548387,739.0,0.5628332063975628,2,55,Air-Buds Proは音声自動検出による外部音取り込みが実装されています。通話時だけ音声に集中することが可能です。,positive,positive,positive
1,1_31,user,30,0.7142857142857143,,,806.0,0.6138613861386139,1,46,素晴らしい機能ですね。私は自転車で移動することがありますか、スポーツ時においても外れにくいですか？,,,
1,1_32,sales,31,0.7380952380952381,23,0.7419354838709677,819.0,0.6237623762376238,1,10,ありがとうございます！,neutral,neutral,neutral
1,1_33,sales,32,0.7619047619047619,24,0.7741935483870968,847.0,0.645087585681645,1,35,イヤーパッドを大きめのものにすることで落下リスクを下げることができます。,positive,positive,positive
1,1_34,sales,33,0.7857142857142857,25,0.8064516129032258,883.0,0.6725057121096725,1,53,もしスポーツ時の使用が多いようでしたら、ネックバンド型のワイヤレスイヤホンを探すことも検討していいと思います。,positive,positive,positive
1,1_35,user,34,0.8095238095238095,,,988.0,0.7524752475247525,1,73,そうなんですね、参考にさせて頂きます。イヤホンに内蔵バッテリーについての質問があります。内臓バッテリーが劣化した場合、内臓バッテリーのみの交換は可能ですか？,,,
1,1_36,sales,35,0.8333333333333334,26,0.8387096774193549,1006.0,0.7661843107387661,1,6,はい、可能です。,positive,positive,positive
1,1_37,sales,36,0.8571428571428571,27,0.8709677419354839,1021.0,0.7776085300837776,1,29,１年以内の不調の場合、保証の範囲内となり無償で交換いたします。,positive,positive,positive
1,1_38,sales,37,0.8809523809523809,28,0.9032258064516129,1037.0,0.7897943640517898,1,22,購入から１年を超えた場合、有料で対応いたします。,positive,positive,positive
1,1_39,user,38,0.9047619047619048,,,1150.0,0.8758568164508759,2,91,有難うございます。購入意欲が湧いてきました。最後の質問です。長時間大音量で聞き続けると難聴のリスク が高まりますが、ご紹介して頂いてるイヤホンには、難聴のリスクを軽減できる機能は備わっていますか？,,,
1,1_40,sales,39,0.9285714285714286,29,0.9354838709677419,1162.0,0.884996191926885,1,13,ご質問ありがとうございます。,positive,positive,positive
1,1_41,sales,40,0.9523809523809523,30,0.967741935483871,1199.0,0.9131759329779132,1,26,難聴リスクを軽減する機能は本体には付属しておりません。,positive,positive,positive
1,1_42,sales,41,0.9761904761904762,31,1.0,1235.0,0.9405940594059405,1,41,音楽や動画の再生機器のほうで、音量を急激に上げた際にアラートが出るモデルがございます。,positive,positive,positive
1,1_43,user,42,1.0,,,1313.0,1.0,1,31,ありがとうございました。こちらの質問に正直にお答え頂き感謝します。,,,
2,2_1,sales,0,0.0,0,0.0,0.0,0.0,1,4,ようこそ！,positive,neutral,neutral
2,2_2,sales,1,0.0196078431372549,1,0.03125,6.0,0.005560704355885079,1,14,あなたの興味をサポートします。,neutral,neutral,neutral
2,2_3,user,2,0.0392156862745098,,,8.0,0.0074142724745134385,1,9,おはようございます,,,
2,2_4,sales,3,0.058823529411764705,2,0.0625,13.0,0.012048192771084338,1,18,ワイヤレスイヤホンに興味はありますか？,neutral,positive,neutral
2,2_5,sales,4,0.0784313725490196,3,0.09375,16.0,0.014828544949026877,1,9,おはようございます！,positive,neutral,neutral
2,2_6,user,5,0.09803921568627451,,,94.0,0.0871177015755329,1,10,少し前に購入しました,,,
2,2_7,sales,6,0.11764705882352941,4,0.125,108.0,0.10009267840593142,1,7,そうなんですね！,neutral,neutral,neutral
2,2_8,sales,7,0.13725490196078433,5,0.15625,134.0,0.12418906394810009,1,25,かっこいいプロダクトは見ているだけでわくわくします。,positive,neutral,neutral
2,2_9,sales,8,0.1568627450980392,6,0.1875,149.0,0.1380908248378128,1,27,こちらのAir-Budsシリーズにもご興味がおありですか？,neutral,positive,neutral
2,2_10,user,9,0.17647058823529413,,,177.0,0.16404077849860982,1,22,黒のかっこいいボディが好みだなと思いましたが,,,
2,2_11,user,10,0.19607843137254902,,,204.0,0.18906394810009267,1,15,性能はどのくらいなのでしょうか？,,,
2,2_12,sales,11,0.21568627450980393,7,0.21875,219.0,0.20296570898980537,1,13,ご質問ありがとうございます！,positive,positive,neutral
2,2_13,sales,12,0.23529411764705882,8,0.25,240.0,0.22242817423540315,1,32,Air-Budsシリーズには価格帯、性能別に3種類のモデルがあります。,positive,positive,positive
2,2_14,sales,13,0.2549019607843137,9,0.28125,277.0,0.2567191844300278,2,45,エントリモデルのAir-Buds Liteでもドライバ8mmと素晴らしい音響をご提供できますよ。,positive,positive,positive
2,2_15,sales,14,0.27450980392156865,10,0.3125,302.0,0.2798887859128823,1,49,ミドルエンドモデルのAir-Budsにはアクティブノイズキャンセリング機能と防塵・防水機能が付きます。,neutral,positive,positive
2,2_16,sales,15,0.29411764705882354,11,0.34375,332.0,0.3076923076923077,2,56,ハイエンドモデルのAir-Buds Proには音声自動検出による外部音取り込み、音量調整も付くため会話に特化しています。,positive,positive,positive
2,2_17,user,16,0.3137254901960784,,,353.0,0.32715477293790546,1,16,防水性能はどれくらいの強度ですか？,,,
2,2_18,sales,17,0.3333333333333333,12,0.375,384.0,0.35588507877664505,2,45,Air-Budsで飛沫程度、Air-Buds Proでは水深5mの水に15分ほど浸けても大丈夫です。,positive,positive,positive
2,2_19,user,18,0.35294117647058826,,,411.0,0.3809082483781279,2,16,Air-Buds Proすごいですね！,,,
2,2_20,sales,19,0.37254901960784315,13,0.40625,443.0,0.41056533827618164,1,38,ありがとうございます！プロテクション規格のIP67という評価をいただいています。,positive,neutral,neutral
2,2_21,user,20,0.39215686274509803,,,485.0,0.4494902687673772,1,19,3種類には形状にも違いがありそうですね,,,
2,2_22,sales,21,0.4117647058823529,14,0.4375,500.0,0.4633920296570899,1,47,ハードな使用をするアウトドア環境や、オフィスや会議での使用などにも対応するプロ仕様になっています。,neutral,positive,positive
2,2_23,sales,22,0.43137254901960786,15,0.46875,542.0,0.5023169601482854,1,29,形状には少々の違いがありますが、主に違うのは大きさと重さです。,neutral,positive,neutral
2,2_24,sales,23,0.45098039215686275,16,0.5,564.0,0.5227062094531975,1,25,上位のモデルほど多機能になるため、重く、大きくなります。,neutral,neutral,neutral
2,2_25,user,24,0.47058823529411764,,,571.0,0.5291936978683967,1,4,なるほど,,,
2,2_26,sales,25,0.49019607843137253,17,0.53125,592.0,0.5486561631139945,1,36,ワイヤレスイヤホンはどのようなシチュエーションで使うことが多いでしょうか？,neutral,positive,neutral
2,2_27,user,26,0.5098039215686274,,,641.0,0.5940685820203893,2,40,音楽やラジオを聴くのが好きです。 ロックが好きなので、しっかり音圧を感じたいと思います,,,
2,2_28,sales,27,0.5294117647058824,18,0.5625,649.0,0.6014828544949027,1,8,素敵な趣味ですね！,positive,positive,neutral
2,2_29,user,28,0.5490196078431373,,,662.0,0.6135310472659871,1,10,ありがとうございます！,,,
2,2_30,sales,29,0.5686274509803921,19,0.59375,686.0,0.6357738646895273,2,64,Air-BudsとAir-Buds Proにはアクティブノイズキャンセリング機能がついていて音響体験がさらに没入感のあるものになります。,positive,positive,positive
2,2_31,sales,30,0.5882352941176471,20,0.625,714.0,0.6617238183503243,2,44,ドライバもAir-Budsで9mm、Air-Buds Proで10mmと豊かな低音表現が可能です。,neutral,neutral,positive
2,2_32,user,31,0.6078431372549019,,,737.0,0.6830398517145505,1,8,低温いいですねえ,,,
2,2_33,sales,32,0.6274509803921569,21,0.65625,743.0,0.6886005560704356,1,53,もし購入されたワイヤレスイヤホンがシンプルなタイプでしたら、音楽視聴専用のモデルを別に持つこともおすすめです！,neutral,neutral,neutral
2,2_34,user,33,0.6470588235294118,,,743.0,0.6886005560704356,1,2,低音,,,
2,2_35,user,34,0.6666666666666666,,,779.0,0.7219647822057461,1,17,操作方法はどのような感じでしょうか？,,,
2,2_36,sales,35,0.6862745098039216,22,0.6875,806.0,0.7469879518072289,1,10,タッチセンサー式です。,neutral,positive,neutral
2,2_37,sales,36,0.7058823529411765,23,0.71875,824.0,0.7636700648748842,1,22,イヤホン本体にタッチする回数、長さで操作します。,neutral,positive,neutral
2,2_38,user,37,0.7254901960784313,,,863.0,0.7998146431881371,1,10,ありがとうございます。,,,
2,2_39,user,38,0.7450980392156863,,,876.0,0.8118628359592215,1,17,故障したときなどの補償はありますか？,,,
2,2_40,sales,39,0.7647058823529411,24,0.75,882.0,0.8174235403151066,1,13,ご質問ありがとうございます。,positive,neutral,neutral
2,2_41,sales,40,0.7843137254901961,25,0.78125,890.0,0.82483781278962,1,13,１年間は保証期間があります。,neutral,positive,positive
2,2_42,sales,41,0.803921568627451,26,0.8125,900.0,0.8341056533827618,1,23,この期間内でしたら無償で修理させていただきます。,neutral,positive,positive
2,2_43,user,42,0.8235294117647058,,,910.0,0.8433734939759037,1,10,ありがとうございます。,,,
2,2_44,sales,43,0.8431372549019608,27,0.84375,923.0,0.8554216867469879,1,17,他にお手伝いできることはありますか？,positive,positive,neutral
2,2_45,user,44,0.8627450980392157,,,950.0,0.8804448563484708,1,16,充電はどれくらい持つのでしょうか,,,
2,2_46,sales,45,0.8823529411764706,28,0.875,1003.0,0.9295644114921223,2,43,イヤホン単体だと、Air-Budsで6時間、Air-Buds Proで8時間の連続再生が可能です。,neutral,neutral,positive
2,2_47,user,46,0.9019607843137255,,,1009.0,0.9351251158480074,1,10,ありがとうございます。,,,
2,2_48,user,47,0.9215686274509803,,,1027.0,0.9518072289156626,1,7,質問は以上です！,,,
2,2_49,sales,48,0.9411764705882353,29,0.90625,1046.0,0.969416126042632,2,45,充電ケースも含めるとAir-Budsで24時間、Air-Buds Proで30時間の再生ができます！,neutral,neutral,positive
2,2_50,sales,49,0.9607843137254902,30,0.9375,1056.0,0.9786839666357738,1,12,お手伝いできて嬉しいです。,positive,neutral,neutral
2,2_51,sales,50,0.9803921568627451,31,0.96875,1075.0,0.9962928637627433,1,29,またご不明点や気になることがあればお気軽にご質問くださいね。,positive,neutral,neutral
2,2_52,sales,51,1.0,32,1.0,1079.0,1.0,1,12,いつでもお待ちしています。,positive,neutral,neutral
3,3_1,sales,0,0.0,0,0.0,0.0,0.0,1,18,ようこそ！あなたの興味をサポートします。,positive,positive,neutral
3,3_2,sales,1,0.037037037037037035,1,0.047619047619047616,7.0,0.009681881051175657,1,23,気になっているのはワイヤレスイヤホンでしょうか？,positive,positive,positive
3,3_3,user,2,0.07407407407407407,,,31.0,0.042876901798063624,1,11,ワイヤレスイヤホンです,,,
3,3_4,sales,3,0.1111111111111111,2,0.09523809523809523,36.0,0.04979253112033195,1,10,ありがとうございます！,positive,positive,positive
3,3_5,sales,4,0.14814814814814814,3,0.14285714285714285,43.0,0.059474412171507604,1,32,こちらでは価格帯別に3種類のワイヤレスイヤホンをご用意しています。,neutral,positive,positive
3,3_6,sales,5,0.18518518518518517,4,0.19047619047619047,53.0,0.07330567081604426,1,21,今お使いのイヤホンはどのようなタイプですか？,neutral,neutral,neutral
3,3_7,user,6,0.2222222222222222,,,89.0,0.12309820193637622,1,34,同様のタイプなのですが、耳から外れやすいので、他の物を購入検討しています,,,
3,3_8,sales,7,0.25925925925925924,5,0.23809523809523808,112.0,0.15491009681881052,1,28,ワイヤレスイヤホン、特にカナル型は落下リスクが怖いですよね,negative,neutral,neutral
3,3_9,sales,8,0.2962962962962963,6,0.2857142857142857,144.0,0.1991701244813278,1,47,Air-Budsシリーズではサイズ別のイヤーパッドが付属するので、落下リスクを最小限に抑えられます。,neutral,positive,neutral
3,3_10,sales,9,0.3333333333333333,7,0.3333333333333333,165.0,0.22821576763485477,1,36,今はどのようなシチュエーションでワイヤレスイヤホンを使うことが多いですか？,positive,positive,positive
3,3_11,user,10,0.37037037037037035,,,197.0,0.27247579529737204,1,35,家事をしているとき、特に料理をしている際に使うシチュエーションが多いです。,,,
3,3_12,sales,11,0.4074074074074074,8,0.38095238095238093,220.0,0.30428769017980634,1,28,家の中で動き回る家事とワイヤレスイヤホンは相性抜群ですね！,positive,positive,positive
3,3_13,sales,12,0.4444444444444444,9,0.42857142857142855,250.0,0.3457814661134163,1,35,聴く音声は音楽やラジオが多いですか？それとも映画などの映像作品でしょうか？,neutral,neutral,neutral
3,3_14,user,13,0.48148148148148145,,,307.0,0.42461964038727523,1,17,youtubeを見ることが多いです,,,
3,3_15,sales,14,0.5185185185185185,10,0.47619047619047616,318.0,0.43983402489626555,1,8,かしこまりました！,neutral,neutral,neutral
3,3_16,sales,15,0.5555555555555556,11,0.5238095238095238,367.0,0.5076071922544951,2,46,シンプルな使用の場合、エントリーモデルのAir-Buds Liteでも充分な音響体験を提供できます。,positive,neutral,positive
3,3_17,sales,16,0.5925925925925926,12,0.5714285714285714,401.0,0.5546334716459198,1,39,単体でも連続6時間再生、通信距離も10mとご家庭内での使用には十分なスペックです。,positive,positive,positive
3,3_18,sales,17,0.6296296296296297,13,0.6190476190476191,428.0,0.5919778699861687,1,28,ただし、ノイズキャンセリング機能や防水機能はついていません。,neutral,neutral,positive
3,3_19,sales,18,0.6666666666666666,14,0.6666666666666666,475.0,0.656984785615491,1,53,"より没入感のある映像視聴や、家事中に水がかかってしまう場合の耐性は22,000円のAir-Budsが向いています。",positive,positive,positive
3,3_20,sales,19,0.7037037037037037,15,0.7142857142857143,497.0,0.6874135546334716,1,17,機能面で不安な点や疑問はありますか？,positive,neutral,neutral
3,3_21,user,20,0.7407407407407407,,,543.0,0.7510373443983402,1,42,防水機能は、お風呂に持ち込んでもよいくらいの性能ですか？それとも生活防水程度の性能ですか？,,,
3,3_22,sales,21,0.7777777777777778,16,0.7619047619047619,572.0,0.7911479944674965,1,11,生活防水程度になります。,neutral,neutral,neutral
3,3_23,sales,22,0.8148148148148148,17,0.8095238095238095,599.0,0.8284923928077456,1,28,具体的には、IP54の評価で、飛沫程度の水には問題ありません。,positive,positive,positive
3,3_24,sales,23,0.8518518518518519,18,0.8571428571428571,630.0,0.8713692946058091,1,23,水に浸かるような使用では故障のリスクがあります。,neutral,neutral,neutral
3,3_25,user,24,0.8888888888888888,,,654.0,0.9045643153526971,1,26,音量の調整機能、再生停止機能はイヤホン自体にありますか？,,,
3,3_26,sales,25,0.9259259259259259,19,0.9047619047619048,671.0,0.9280774550484094,1,12,はい、どちらも付いています。,neutral,neutral,neutral
3,3_27,sales,26,0.9629629629629629,20,0.9523809523809523,702.0,0.970954356846473,1,21,音量はタッチセンサーの長押しで調整できます。,neutral,neutral,neutral
3,3_28,sales,27,1.0,21,1.0,723.0,1.0,1,35,再生停止、再開はタッチセンサーのタップ、ダブルタップでコントロール可能です。,neutral,neutral,neutral
4,4_1,sales,0,0.0,0,0.0,0.0,0.0,1,37,ようこそ！あなたの興味をサポートします。ワイヤレスイヤホンが気になっていますか？,positive,positive,neutral
4,4_2,user,1,0.05555555555555555,,,52.0,0.07854984894259819,1,28,初めまして。すみませんが３機種の違いを教えていただけますか/,,,
4,4_3,sales,2,0.1111111111111111,1,0.06666666666666667,64.0,0.09667673716012085,1,13,ご質問ありがとうございます！,positive,positive,neutral
4,4_4,sales,3,0.16666666666666666,2,0.13333333333333333,71.0,0.10725075528700906,1,16,それぞれの違いを簡単にまとめます。,positive,positive,neutral
4,4_5,sales,4,0.2222222222222222,3,0.2,132.0,0.19939577039274925,2,73,"11,000円のAir-Buds Liteは、シンプルな音楽鑑賞におすすめのモデルです。カナル型で完全ワイヤレスを実現し、シリーズ最小最軽量で装着感も軽快です。",positive,positive,positive
4,4_6,sales,5,0.2777777777777778,4,0.26666666666666666,154.0,0.2326283987915408,1,30,ただしノイズキャンセリング機能や防塵防水機能はついていません。,positive,positive,negative
4,4_7,sales,6,0.3333333333333333,5,0.3333333333333333,201.0,0.30362537764350456,1,75,"22,000円のAir-Budsはより没入感のある音楽鑑賞や映画鑑賞を可能にしてくれます。ノイズキャンセリング機能がつき、防水機能も飛沫程度なら問題ありません。",neutral,neutral,neutral
4,4_8,sales,7,0.3888888888888889,6,0.4,219.0,0.33081570996978854,1,25,最もバランスがよく使い勝手もいいので人気があります。,neutral,neutral,neutral
4,4_9,sales,8,0.4444444444444444,7,0.4666666666666667,250.0,0.3776435045317221,2,61,"33,000円のAir-Buds Proは通話機能を強化したプロ仕様です。会話の自動検出による外部音取り込み、音量調整をしてくれます。",neutral,neutral,neutral
4,4_10,sales,9,0.5,8,0.5333333333333333,267.0,0.4033232628398791,1,21,オンライン会議や職場での装着に向いています。,neutral,neutral,neutral
4,4_11,sales,10,0.5555555555555556,9,0.6,272.0,0.4108761329305136,1,8,いかがでしょうか？,neutral,neutral,neutral
4,4_12,sales,11,0.6111111111111112,10,0.6666666666666666,389.0,0.5876132930513596,1,27,お客様の使用環境に合わせておすすめすることもできますよ。,neutral,neutral,neutral
4,4_13,user,12,0.6666666666666666,,,394.0,0.595166163141994,2,98,用途は通勤電車でのポッドキャスト視聴です。ノイズキャンセリング必須なので22000円のものについて教えてください。 現在使用しているサウンドピーツA40よりかなり高価になります。差分とかありますでしょうか？,,,
4,4_14,sales,13,0.7222222222222222,11,0.7333333333333333,413.0,0.6238670694864048,1,13,ご質問ありがとうございます！,positive,positive,neutral
4,4_15,sales,14,0.7777777777777778,12,0.8,429.0,0.648036253776435,1,23,承知しました、Air-Budsについてお答えします。,negative,negative,neutral
4,4_16,sales,15,0.8333333333333334,13,0.8666666666666667,516.0,0.7794561933534743,1,29,サウンドピーツA40は素晴らしいワイヤレスイヤホンですよね。,positive,positive,neutral
4,4_17,sales,16,0.8888888888888888,14,0.9333333333333333,532.0,0.8036253776435045,1,21,機能面では大きな差分を感じづらいと思います。,neutral,neutral,negative
4,4_18,sales,17,0.9444444444444444,15,1.0,569.0,0.8595166163141994,1,50,Air-Budsシリーズは製造工程がすべて日本国内のため、プロダクトとしての信頼度の高さが魅力の一つです。,neutral,neutral,negative
4,4_19,user,18,1.0,,,662.0,1.0,1,25,ご回答有難うございました。少し考えさせていただきます。,,,
5,5_1,user,0,0.0,,,0.0,0.0,1,14,こんにちは。宜しくお願いします。,,,
5,5_2,sales,1,0.012987012987012988,0,0.0,0.0,0.0,1,34,ようこそ！あなたの興味をサポートします。気になっているジャンルは何ですか？,neutral,neutral,neutral
5,5_3,sales,2,0.025974025974025976,1,0.021739130434782608,6.0,0.0038461538461538464,1,5,こんにちは！,neutral,neutral,neutral
5,5_4,sales,3,0.03896103896103896,2,0.043478260869565216,14.0,0.008974358974358974,1,15,こちらこそよろしくお願いします。,neutral,neutral,neutral
5,5_5,sales,4,0.05194805194805195,3,0.06521739130434782,29.0,0.01858974358974359,1,16,ワイヤレスイヤホンをお探しですか？,neutral,neutral,neutral
5,5_6,user,5,0.06493506493506493,,,45.0,0.028846153846153848,1,18,はい、ワイヤレスイヤホンを探しています。,,,
5,5_7,sales,6,0.07792207792207792,4,0.08695652173913043,55.0,0.035256410256410256,1,10,ありがとうございます！,neutral,neutral,neutral
5,5_8,sales,7,0.09090909090909091,5,0.10869565217391304,62.0,0.03974358974358974,1,32,こちらでは価格帯別に3種類のワイヤレスイヤホンをご用意しています。,positive,positive,positive
5,5_9,sales,8,0.1038961038961039,6,0.13043478260869565,75.0,0.04807692307692308,1,23,今お使いのイヤホンはどのようなタイプでしょうか？,positive,positive,positive
5,5_10,user,9,0.11688311688311688,,,98.0,0.06282051282051282,1,19,３種類のイヤホンの違いはなんでしょうか？,,,
